Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,SE_A09002_001,SE_A09002_002,SE_A09002_003,SE_A09002_004,SE_A09002_005,SE_A09002_006,SE_A09002_007,SE_A09002_008
"06037603500","Census Tract 6035, Los Angeles County, California","ca","140","00",,,,"06","037",,,"603500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6035",,,,1436,1209,985,224,40,0,0,3,13,171,1265,0,222,541,300,79,103,20
"06037603600","Census Tract 6036, Los Angeles County, California","ca","140","00",,,,"06","037",,,"603600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6036",,,,2151,1772,1504,268,25,0,21,18,0,315,1836,0,288,688,401,288,92,79
"06037603702","Census Tract 6037.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"603702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6037.02",,,,2313,2044,1787,257,24,9,10,24,9,193,2120,10,293,974,343,210,232,58
"06037603703","Census Tract 6037.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"603703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6037.03",,,,1315,1051,986,65,13,5,21,23,6,196,1119,0,122,537,241,59,135,25
"06037603705","Census Tract 6037.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"603705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6037.05",,,,1371,1223,1128,95,13,21,0,12,0,102,1269,0,327,480,211,140,17,94
"06037603706","Census Tract 6037.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"603706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6037.06",,,,1771,1076,946,130,277,28,194,155,33,8,1763,0,603,638,162,195,108,57
"06037603801","Census Tract 6038.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"603801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6038.01",,,,2493,2225,2089,136,76,37,0,43,35,77,2416,7,606,1054,370,215,106,58
"06037603802","Census Tract 6038.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"603802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6038.02",,,,1868,1703,1604,99,0,0,0,90,22,53,1815,62,340,825,290,213,68,17
"06037603901","Census Tract 6039.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"603901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6039.01",,,,2050,1459,1284,175,138,0,56,152,57,188,1862,39,582,649,297,118,102,75
"06037603902","Census Tract 6039.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"603902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6039.02",,,,1397,960,931,29,113,18,216,10,0,80,1317,14,274,634,147,57,113,78
"06037604001","Census Tract 6040.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"604001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6040.01",,,,2746,2231,1756,475,110,0,76,10,72,247,2499,0,579,1195,249,199,235,42
"06037604002","Census Tract 6040.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"604002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6040.02",,,,2028,1573,1319,254,100,0,43,94,46,172,1856,82,368,701,394,124,168,19
"06037604101","Census Tract 6041.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"604101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6041.01",,,,2187,1844,1771,73,48,0,54,0,211,30,2157,10,328,993,560,57,172,37
"06037604102","Census Tract 6041.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"604102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6041.02",,,,1347,1171,897,274,53,0,0,40,18,65,1282,3,317,377,297,217,22,49
"06037604200","Census Tract 6042, Los Angeles County, California","ca","140","00",,,,"06","037",,,"604200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6042",,,,2970,2487,2004,483,120,36,2,134,61,130,2840,40,295,1406,757,112,214,16
"06037609900","Census Tract 6099, Los Angeles County, California","ca","140","00",,,,"06","037",,,"609900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6099",,,,781,641,573,68,35,0,0,15,27,63,718,0,161,278,168,46,39,26
"06037620001","Census Tract 6200.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6200.01",,,,2284,1610,1522,88,53,0,22,117,8,474,1810,50,534,542,377,209,88,10
"06037620002","Census Tract 6200.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6200.02",,,,2059,1574,1512,62,0,19,8,70,19,369,1690,32,566,442,325,156,111,58
"06037620101","Census Tract 6201.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6201.01",,,,2957,2454,2340,114,0,0,38,167,0,298,2659,15,1116,570,530,199,172,57
"06037620102","Census Tract 6201.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6201.02",,,,2510,1324,1311,13,0,12,32,118,12,1012,1498,55,393,650,125,138,126,11
"06037620201","Census Tract 6202.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6202.01",,,,1081,685,634,51,18,0,15,11,24,328,753,16,179,138,305,77,26,12
"06037620301","Census Tract 6203.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6203.01",,,,1776,1235,1160,75,16,0,10,45,9,461,1315,21,461,255,291,141,114,32
"06037620303","Census Tract 6203.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6203.03",,,,1893,1354,1290,64,0,0,0,73,0,466,1427,21,258,219,468,132,293,36
"06037620305","Census Tract 6203.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6203.05",,,,2771,1632,1593,39,65,0,29,27,18,1000,1771,12,188,827,265,320,97,62
"06037620400","Census Tract 6204, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6204",,,,2126,1677,1473,204,6,0,17,19,0,407,1719,35,410,385,267,199,388,35
"06037620501","Census Tract 6205.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6205.01",,,,3038,1795,1606,189,0,0,125,29,99,990,2048,0,523,749,315,216,245,0
"06037620521","Census Tract 6205.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6205.21",,,,2604,1812,1791,21,4,6,0,0,5,777,1827,0,276,1041,111,146,178,75
"06037620522","Census Tract 6205.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6205.22",,,,2513,1862,1683,179,60,9,22,25,31,504,2009,18,419,724,411,208,213,16
"06037620601","Census Tract 6206.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6206.01",,,,2879,2129,1943,186,63,10,11,0,66,600,2279,0,564,842,328,238,267,40
"06037620602","Census Tract 6206.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6206.02",,,,2739,2071,1938,133,0,0,75,52,64,477,2262,0,729,861,236,238,169,29
"06037620701","Census Tract 6207.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6207.01",,,,4398,3292,3001,291,113,0,0,93,0,900,3498,69,721,1523,444,379,220,142
"06037620703","Census Tract 6207.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6207.03",,,,1973,1509,1477,32,18,0,0,17,80,349,1624,62,205,680,211,318,106,42
"06037620704","Census Tract 6207.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6207.04",,,,1877,1359,1315,44,13,0,0,0,29,476,1401,0,347,609,246,104,95,0
"06037620801","Census Tract 6208.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6208.01",,,,1635,1051,915,136,25,0,30,68,26,435,1200,40,253,368,114,166,216,43
"06037620802","Census Tract 6208.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6208.02",,,,2010,1020,904,116,2,0,0,255,34,699,1311,41,367,356,156,112,248,31
"06037620901","Census Tract 6209.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6209.01",,,,1155,621,574,47,13,0,7,13,8,493,662,14,129,207,77,72,140,23
"06037620904","Census Tract 6209.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"620904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6209.04",,,,1124,780,720,60,10,0,0,122,8,204,920,13,398,94,108,81,215,11
"06037621001","Census Tract 6210.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"621001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6210.01",,,,2140,1391,1296,95,7,0,0,60,22,660,1480,75,414,315,254,218,181,23
"06037621005","Census Tract 6210.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"621005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6210.05",,,,2533,1618,1347,271,97,0,24,39,35,720,1813,0,402,508,303,262,248,90
"06037621102","Census Tract 6211.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"621102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6211.02",,,,1942,1442,1240,202,26,0,0,0,0,474,1468,22,286,512,283,221,118,26
"06037621104","Census Tract 6211.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"621104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6211.04",,,,4142,2383,2348,35,23,58,222,193,72,1191,2951,14,534,981,673,335,358,56
"06037621201","Census Tract 6212.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"621201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6212.01",,,,3694,2554,2424,130,87,0,0,14,52,987,2707,0,468,1232,340,184,344,139
"06037621204","Census Tract 6212.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"621204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6212.04",,,,1675,1240,1212,28,39,0,0,35,9,352,1323,23,89,565,271,178,86,111
"06037621301","Census Tract 6213.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"621301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6213.01",,,,3290,2372,2115,257,9,0,0,64,15,830,2460,191,304,1049,376,218,293,29
"06037621324","Census Tract 6213.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"621324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6213.24",,,,2479,1644,1631,13,38,0,81,0,38,678,1801,0,169,848,310,367,65,42
"06037621326","Census Tract 6213.26, Los Angeles County, California","ca","140","00",,,,"06","037",,,"621326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6213.26",,,,1939,1146,1134,12,39,8,5,134,61,546,1393,13,266,527,145,171,196,75
"06037621400","Census Tract 6214, Los Angeles County, California","ca","140","00",,,,"06","037",,,"621400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6214",,,,2252,1819,1746,73,11,0,83,8,8,323,1929,17,544,429,390,151,295,103
"06037650001","Census Tract 6500.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6500.01",,,,2800,2409,2254,155,0,0,0,0,33,358,2442,32,559,918,363,295,155,120
"06037650003","Census Tract 6500.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6500.03",,,,1366,1028,999,29,197,0,0,0,7,134,1232,33,188,553,229,111,97,21
"06037650004","Census Tract 6500.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6500.04",,,,2060,1673,1459,214,42,0,16,21,32,276,1784,18,323,740,445,97,133,28
"06037650101","Census Tract 6501.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6501.01",,,,2471,2220,2117,103,13,17,0,31,0,190,2281,49,534,841,306,254,292,5
"06037650102","Census Tract 6501.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6501.02",,,,1061,862,839,23,16,0,0,9,13,161,900,4,198,423,142,73,58,2
"06037650200","Census Tract 6502, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6502",,,,2804,2340,2136,204,118,26,34,0,34,252,2552,18,485,1265,376,233,156,19
"06037650300","Census Tract 6503, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6503",,,,3573,3043,2779,264,89,14,0,30,30,367,3206,19,861,1294,535,346,137,14
"06037650401","Census Tract 6504.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6504.01",,,,2109,1679,1597,82,20,0,0,0,43,367,1742,30,352,608,444,125,166,17
"06037650501","Census Tract 6505.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6505.01",,,,1341,1095,979,116,0,0,9,7,11,219,1122,0,330,462,159,104,40,27
"06037650502","Census Tract 6505.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6505.02",,,,1780,1294,1274,20,9,0,0,0,0,477,1303,0,237,347,285,127,284,23
"06037650603","Census Tract 6506.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6506.03",,,,1705,1127,1083,44,9,0,8,0,69,492,1213,17,268,520,239,50,90,29
"06037650604","Census Tract 6506.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6506.04",,,,3294,2628,2391,237,89,17,0,22,77,461,2833,20,595,1082,523,302,239,72
"06037650605","Census Tract 6506.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6506.05",,,,1489,1148,1116,32,41,0,22,24,22,232,1257,0,346,481,143,150,120,17
"06037650606","Census Tract 6506.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6506.06",,,,2143,1519,1450,69,58,0,52,26,0,488,1655,2,228,568,589,68,135,65
"06037650607","Census Tract 6506.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6506.07",,,,1289,1055,852,203,0,0,10,0,34,190,1099,0,24,517,402,49,65,42
"06037650701","Census Tract 6507.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6507.01",,,,1176,836,777,59,27,0,9,21,0,283,893,0,285,241,161,75,95,36
"06037650702","Census Tract 6507.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6507.02",,,,2347,1792,1736,56,19,13,52,5,47,419,1928,0,410,550,380,279,181,128
"06037650801","Census Tract 6508.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6508.01",,,,1987,1488,1408,80,47,0,0,9,120,323,1664,0,511,560,360,86,107,40
"06037650802","Census Tract 6508.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6508.02",,,,1349,881,813,68,0,0,16,0,0,452,897,12,293,234,177,76,78,27
"06037650901","Census Tract 6509.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6509.01",,,,2776,2068,1820,248,81,0,0,141,124,362,2414,85,714,820,548,114,121,12
"06037650903","Census Tract 6509.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6509.03",,,,2539,2017,1684,333,16,0,11,75,0,420,2119,0,943,614,401,51,110,0
"06037650904","Census Tract 6509.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"650904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6509.04",,,,1284,1136,1086,50,0,0,0,10,0,138,1146,0,192,576,177,90,111,0
"06037651001","Census Tract 6510.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"651001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6510.01",,,,2660,2303,2151,152,0,0,0,38,11,308,2352,60,579,887,455,258,83,30
"06037651002","Census Tract 6510.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"651002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6510.02",,,,2560,2109,1925,184,10,0,9,46,10,376,2184,10,429,844,404,144,286,67
"06037651101","Census Tract 6511.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"651101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6511.01",,,,1986,1666,1539,127,0,0,11,0,63,246,1740,40,356,761,349,97,69,68
"06037651102","Census Tract 6511.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"651102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6511.02",,,,1720,1358,1326,32,11,0,21,23,15,292,1428,4,179,685,211,132,153,64
"06037651201","Census Tract 6512.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"651201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6512.01",,,,2234,1759,1670,89,19,0,0,11,0,445,1789,25,464,635,311,114,170,70
"06037651221","Census Tract 6512.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"651221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6512.21",,,,1887,1448,1360,88,79,0,0,6,0,354,1533,18,180,642,296,186,179,32
"06037651222","Census Tract 6512.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"651222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6512.22",,,,3266,2502,2213,289,94,0,0,107,14,549,2717,59,489,840,513,405,240,171
"06037651302","Census Tract 6513.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"651302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6513.02",,,,2903,2288,2092,196,0,0,0,98,194,323,2580,20,560,1090,416,340,67,87
"06037651304","Census Tract 6513.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"651304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6513.04",,,,2364,1730,1673,57,13,0,20,26,0,575,1789,19,255,603,426,125,205,156
"06037651401","Census Tract 6514.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"651401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6514.01",,,,1054,875,856,19,0,0,12,35,0,132,922,30,187,372,164,84,47,38
"06037651402","Census Tract 6514.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"651402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6514.02",,,,2839,2289,2063,226,38,0,0,16,0,496,2343,0,369,1096,334,260,201,83
"06037670001","Census Tract 6700.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6700.01",,,,1791,1508,1444,64,19,0,0,39,0,225,1566,22,274,703,236,66,177,88
"06037670002","Census Tract 6700.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6700.02",,,,1661,1205,1030,175,93,9,18,90,8,238,1423,112,296,458,254,131,99,73
"06037670003","Census Tract 6700.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6700.03",,,,3421,2847,2598,249,62,0,0,188,3,321,3100,174,570,959,805,246,196,150
"06037670101","Census Tract 6701.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6701.01",,,,1571,1249,1050,199,15,0,0,27,0,280,1291,27,251,543,246,124,86,14
"06037670102","Census Tract 6701.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6701.02",,,,2155,1731,1555,176,48,0,140,51,15,170,1985,25,508,949,300,126,36,41
"06037670201","Census Tract 6702.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6702.01",,,,1449,1071,1038,33,0,14,0,36,9,319,1130,30,198,442,162,154,114,30
"06037670202","Census Tract 6702.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6702.02",,,,1145,799,736,63,0,0,6,0,0,340,805,3,154,316,152,43,115,22
"06037670324","Census Tract 6703.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6703.24",,,,2117,1722,1690,32,0,0,0,31,0,364,1753,40,464,362,334,180,321,52
"06037670326","Census Tract 6703.26, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6703.26",,,,1331,1054,1033,21,0,0,0,11,0,266,1065,11,98,188,423,257,83,5
"06037670328","Census Tract 6703.28, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6703.28",,,,1672,1165,1067,98,0,0,10,5,25,467,1205,0,161,313,478,91,135,27
"06037670405","Census Tract 6704.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6704.05",,,,831,596,535,61,4,0,0,0,10,221,610,0,75,178,125,141,65,26
"06037670406","Census Tract 6704.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6704.06",,,,642,543,496,47,6,0,0,12,4,77,565,7,103,102,194,59,51,49
"06037670407","Census Tract 6704.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6704.07",,,,2093,1605,1536,69,0,0,0,36,0,452,1641,14,129,319,681,217,252,29
"06037670413","Census Tract 6704.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6704.13",,,,1991,1537,1364,173,13,0,0,22,0,419,1572,36,180,543,376,143,148,146
"06037670416","Census Tract 6704.16, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6704.16",,,,1613,1177,1072,105,0,0,0,0,14,422,1191,14,79,308,380,260,131,19
"06037670417","Census Tract 6704.17, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6704.17",,,,1156,873,770,103,30,0,0,0,0,253,903,14,139,239,207,145,154,5
"06037670418","Census Tract 6704.18, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6704.18",,,,1891,1286,1247,39,19,0,0,8,21,557,1334,16,157,398,418,159,108,78
"06037670500","Census Tract 6705, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6705",,,,514,397,377,20,0,0,0,5,5,107,407,5,38,174,110,47,27,6
"06037670603","Census Tract 6706.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6706.03",,,,935,613,536,77,35,0,0,57,26,204,731,54,79,253,179,86,55,25
"06037670604","Census Tract 6706.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6706.04",,,,2379,1782,1571,211,54,54,0,15,0,474,1905,56,88,616,465,326,268,86
"06037670701","Census Tract 6707.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6707.01",,,,3090,2572,2353,219,0,0,10,0,0,508,2582,31,471,966,639,82,318,75
"06037670702","Census Tract 6707.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"670702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6707.02",,,,2648,1995,1900,95,0,0,32,67,17,537,2111,18,299,756,728,141,106,63
"06037700101","Census Tract 7001.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"700101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 7001.01",,,,3529,2453,2362,91,264,0,70,106,18,618,2911,11,494,1219,883,116,116,72
