Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_B09001_001,SE_B09001_002,SE_B09001_003,SE_B09001_004,SE_B09001_005,SE_B09001_006,SE_B09001_007,SE_B09001_008,PCT_SE_B09001_002,PCT_SE_B09001_003,PCT_SE_B09001_004,PCT_SE_B09001_005,PCT_SE_B09001_006,PCT_SE_B09001_007,PCT_SE_B09001_008
"06037404504","Census Tract 4045.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4045.04",,,,2969,108,1057,537,559,456,252,0,3.64,35.6,18.09,18.83,15.36,8.49,0
"06037404600","Census Tract 4046, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4046",,,,634,122,120,121,86,102,81,2,19.24,18.93,19.09,13.56,16.09,12.78,0.32
"06037404701","Census Tract 4047.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4047.01",,,,2346,114,691,453,484,357,172,75,4.86,29.45,19.31,20.63,15.22,7.33,3.2
"06037404702","Census Tract 4047.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4047.02",,,,2224,62,556,241,531,316,450,68,2.79,25,10.84,23.88,14.21,20.23,3.06
"06037404703","Census Tract 4047.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4047.03",,,,1418,140,297,201,308,217,166,89,9.87,20.94,14.17,21.72,15.3,11.71,6.28
"06037404804","Census Tract 4048.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4048.04",,,,1959,114,536,444,307,221,134,203,5.82,27.36,22.66,15.67,11.28,6.84,10.36
"06037404805","Census Tract 4048.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4048.05",,,,1239,48,544,152,292,105,83,15,3.87,43.91,12.27,23.57,8.47,6.7,1.21
"06037404806","Census Tract 4048.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4048.06",,,,2366,203,591,514,536,193,239,90,8.58,24.98,21.72,22.65,8.16,10.1,3.8
"06037404901","Census Tract 4049.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4049.01",,,,2579,276,1005,415,573,229,60,21,10.7,38.97,16.09,22.22,8.88,2.33,0.81
"06037404902","Census Tract 4049.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4049.02",,,,1431,33,382,239,290,238,154,95,2.31,26.69,16.7,20.27,16.63,10.76,6.64
"06037404903","Census Tract 4049.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4049.03",,,,1095,39,255,149,330,210,45,67,3.56,23.29,13.61,30.14,19.18,4.11,6.12
"06037405001","Census Tract 4050.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4050.01",,,,2319,88,755,199,431,627,137,82,3.79,32.56,8.58,18.59,27.04,5.91,3.54
"06037405002","Census Tract 4050.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4050.02",,,,1412,44,427,181,347,222,152,39,3.12,30.24,12.82,24.58,15.72,10.76,2.76
"06037405101","Census Tract 4051.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4051.01",,,,2213,155,495,474,657,306,91,35,7,22.37,21.42,29.69,13.83,4.11,1.58
"06037405102","Census Tract 4051.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4051.02",,,,2343,64,573,448,580,343,280,55,2.73,24.46,19.12,24.75,14.64,11.95,2.35
"06037405201","Census Tract 4052.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4052.01",,,,2267,167,591,313,570,313,195,118,7.37,26.07,13.81,25.14,13.81,8.6,5.21
"06037405202","Census Tract 4052.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4052.02",,,,2174,20,953,434,471,178,101,17,0.92,43.84,19.96,21.67,8.19,4.65,0.78
"06037405203","Census Tract 4052.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4052.03",,,,1399,80,406,218,257,239,150,49,5.72,29.02,15.58,18.37,17.08,10.72,3.5
"06037405301","Census Tract 4053.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4053.01",,,,1425,160,414,256,222,204,151,18,11.23,29.05,17.96,15.58,14.32,10.6,1.26
"06037405302","Census Tract 4053.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4053.02",,,,2290,115,753,504,423,265,200,30,5.02,32.88,22.01,18.47,11.57,8.73,1.31
"06037405400","Census Tract 4054, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4054",,,,2167,140,303,383,672,459,169,41,6.46,13.98,17.67,31.01,21.18,7.8,1.89
"06037405500","Census Tract 4055, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4055",,,,2423,55,515,736,461,345,209,102,2.27,21.25,30.38,19.03,14.24,8.63,4.21
"06037405600","Census Tract 4056, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4056",,,,2660,164,474,500,748,286,426,62,6.17,17.82,18.8,28.12,10.75,16.02,2.33
"06037405701","Census Tract 4057.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4057.01",,,,1795,222,424,352,277,370,138,12,12.37,23.62,19.61,15.43,20.61,7.69,0.67
"06037405702","Census Tract 4057.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4057.02",,,,2379,279,505,381,657,294,189,74,11.73,21.23,16.02,27.62,12.36,7.94,3.11
"06037405800","Census Tract 4058, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4058",,,,2692,198,583,398,639,580,214,80,7.36,21.66,14.78,23.74,21.55,7.95,2.97
"06037405900","Census Tract 4059, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4059",,,,2059,51,607,270,331,433,261,106,2.48,29.48,13.11,16.08,21.03,12.68,5.15
"06037406000","Census Tract 4060, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4060",,,,2605,123,564,506,488,378,450,96,4.72,21.65,19.42,18.73,14.51,17.27,3.69
"06037406101","Census Tract 4061.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4061.01",,,,1685,65,445,406,201,328,240,0,3.86,26.41,24.09,11.93,19.47,14.24,0
"06037406103","Census Tract 4061.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4061.03",,,,3993,547,923,680,641,532,443,227,13.7,23.12,17.03,16.05,13.32,11.09,5.68
"06037406201","Census Tract 4062.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4062.01",,,,1477,82,417,275,302,193,198,10,5.55,28.23,18.62,20.45,13.07,13.41,0.68
"06037406300","Census Tract 4063, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4063",,,,2578,175,530,548,358,584,286,97,6.79,20.56,21.26,13.89,22.65,11.09,3.76
"06037406413","Census Tract 4064.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4064.13",,,,2563,209,581,327,597,383,342,124,8.15,22.67,12.76,23.29,14.94,13.34,4.84
"06037406500","Census Tract 4065, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4065",,,,3526,204,846,620,753,541,328,234,5.79,23.99,17.58,21.36,15.34,9.3,6.64
"06037406601","Census Tract 4066.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4066.01",,,,2000,42,409,436,319,564,230,0,2.1,20.45,21.8,15.95,28.2,11.5,0
"06037406602","Census Tract 4066.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4066.02",,,,2074,132,435,349,450,329,328,51,6.36,20.97,16.83,21.7,15.86,15.81,2.46
"06037406701","Census Tract 4067.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4067.01",,,,1614,200,318,162,431,269,143,91,12.39,19.7,10.04,26.7,16.67,8.86,5.64
"06037406702","Census Tract 4067.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4067.02",,,,2479,253,364,423,587,483,259,110,10.21,14.68,17.06,23.68,19.48,10.45,4.44
"06037406801","Census Tract 4068.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4068.01",,,,1940,117,222,549,434,358,245,15,6.03,11.44,28.3,22.37,18.45,12.63,0.77
"06037406903","Census Tract 4069.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4069.03",,,,3084,217,771,457,541,689,349,60,7.04,25,14.82,17.54,22.34,11.32,1.95
"06037407001","Census Tract 4070.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4070.01",,,,2552,87,445,454,681,477,311,97,3.41,17.44,17.79,26.68,18.69,12.19,3.8
"06037407002","Census Tract 4070.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4070.02",,,,1524,38,406,314,341,215,142,68,2.49,26.64,20.6,22.38,14.11,9.32,4.46
"06037407101","Census Tract 4071.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4071.01",,,,2046,254,378,523,439,322,114,16,12.41,18.48,25.56,21.46,15.74,5.57,0.78
"06037407102","Census Tract 4071.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4071.02",,,,2290,187,629,509,501,157,269,38,8.17,27.47,22.23,21.88,6.86,11.75,1.66
"06037407201","Census Tract 4072.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4072.01",,,,1613,17,400,269,327,368,189,43,1.05,24.8,16.68,20.27,22.81,11.72,2.67
"06037407202","Census Tract 4072.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4072.02",,,,1308,140,295,143,231,301,123,75,10.7,22.55,10.93,17.66,23.01,9.4,5.73
"06037407301","Census Tract 4073.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4073.01",,,,1643,129,389,385,228,322,114,76,7.85,23.68,23.43,13.88,19.6,6.94,4.63
"06037407302","Census Tract 4073.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4073.02",,,,1298,157,386,241,243,103,133,35,12.1,29.74,18.57,18.72,7.94,10.25,2.7
"06037407400","Census Tract 4074, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4074",,,,851,32,241,125,180,150,88,35,3.76,28.32,14.69,21.15,17.63,10.34,4.11
"06037407501","Census Tract 4075.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4075.01",,,,1557,23,585,209,260,256,147,77,1.48,37.57,13.42,16.7,16.44,9.44,4.95
"06037407502","Census Tract 4075.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4075.02",,,,2044,28,388,414,375,327,417,95,1.37,18.98,20.25,18.35,16,20.4,4.65
"06037407601","Census Tract 4076.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4076.01",,,,1838,103,382,450,533,227,132,11,5.6,20.78,24.48,29,12.35,7.18,0.6
"06037407602","Census Tract 4076.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4076.02",,,,1771,105,324,228,508,274,275,57,5.93,18.29,12.87,28.68,15.47,15.53,3.22
"06037407701","Census Tract 4077.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4077.01",,,,1941,132,514,281,343,261,232,178,6.8,26.48,14.48,17.67,13.45,11.95,9.17
"06037407702","Census Tract 4077.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4077.02",,,,3070,286,738,412,650,504,333,147,9.32,24.04,13.42,21.17,16.42,10.85,4.79
"06037407801","Census Tract 4078.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4078.01",,,,2434,374,493,363,556,238,289,121,15.37,20.25,14.91,22.84,9.78,11.87,4.97
"06037407802","Census Tract 4078.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4078.02",,,,1603,229,476,261,245,160,179,53,14.29,29.69,16.28,15.28,9.98,11.17,3.31
"06037407901","Census Tract 4079.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4079.01",,,,2065,206,431,320,462,284,232,130,9.98,20.87,15.5,22.37,13.75,11.23,6.3
"06037407902","Census Tract 4079.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4079.02",,,,691,36,140,86,166,112,107,44,5.21,20.26,12.45,24.02,16.21,15.48,6.37
"06037408003","Census Tract 4080.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4080.03",,,,2073,66,485,487,279,332,334,90,3.18,23.4,23.49,13.46,16.02,16.11,4.34
"06037408004","Census Tract 4080.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4080.04",,,,1170,39,245,232,206,291,129,28,3.33,20.94,19.83,17.61,24.87,11.03,2.39
"06037408005","Census Tract 4080.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4080.05",,,,2353,104,394,345,508,438,415,149,4.42,16.74,14.66,21.59,18.61,17.64,6.33
"06037408006","Census Tract 4080.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4080.06",,,,1644,95,275,245,364,392,217,56,5.78,16.73,14.9,22.14,23.84,13.2,3.41
"06037408133","Census Tract 4081.33, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.33",,,,2892,272,816,157,744,546,256,101,9.41,28.22,5.43,25.73,18.88,8.85,3.49
"06037408134","Census Tract 4081.34, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.34",,,,1245,14,305,298,224,234,96,74,1.12,24.5,23.94,17.99,18.8,7.71,5.94
"06037408135","Census Tract 4081.35, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.35",,,,1556,71,475,218,256,260,191,85,4.56,30.53,14.01,16.45,16.71,12.28,5.46
"06037408136","Census Tract 4081.36, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.36",,,,1854,99,320,243,461,390,219,122,5.34,17.26,13.11,24.87,21.04,11.81,6.58
"06037408137","Census Tract 4081.37, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.37",,,,1901,128,530,320,368,262,181,112,6.73,27.88,16.83,19.36,13.78,9.52,5.89
"06037408138","Census Tract 4081.38, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.38",,,,2103,184,566,357,390,321,154,131,8.75,26.91,16.98,18.54,15.26,7.32,6.23
"06037408139","Census Tract 4081.39, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.39",,,,1925,111,618,236,328,311,219,102,5.77,32.1,12.26,17.04,16.16,11.38,5.3
"06037408140","Census Tract 4081.40, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.40",,,,1781,123,736,331,243,174,130,44,6.91,41.33,18.59,13.64,9.77,7.3,2.47
"06037408141","Census Tract 4081.41, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.41",,,,2191,147,919,374,357,254,118,22,6.71,41.94,17.07,16.29,11.59,5.39,1
"06037408212","Census Tract 4082.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4082.12",,,,1871,157,430,446,332,379,78,49,8.39,22.98,23.84,17.74,20.26,4.17,2.62
"06037408213","Census Tract 4082.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4082.13",,,,2910,125,719,454,599,699,215,99,4.3,24.71,15.6,20.58,24.02,7.39,3.4
"06037408301","Census Tract 4083.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4083.01",,,,2992,305,500,706,586,526,231,138,10.19,16.71,23.6,19.59,17.58,7.72,4.61
"06037408302","Census Tract 4083.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4083.02",,,,1389,126,149,320,298,211,209,76,9.07,10.73,23.04,21.45,15.19,15.05,5.47
"06037408303","Census Tract 4083.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4083.03",,,,1913,260,339,237,397,374,283,23,13.59,17.72,12.39,20.75,19.55,14.79,1.2
"06037408401","Census Tract 4084.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4084.01",,,,1970,189,565,304,343,420,149,0,9.59,28.68,15.43,17.41,21.32,7.56,0
"06037408402","Census Tract 4084.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4084.02",,,,2854,72,553,453,827,364,459,126,2.52,19.38,15.87,28.98,12.75,16.08,4.41
"06037408503","Census Tract 4085.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4085.03",,,,2617,37,337,317,760,733,377,56,1.41,12.88,12.11,29.04,28.01,14.41,2.14
"06037408504","Census Tract 4085.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4085.04",,,,2141,119,424,349,351,429,350,119,5.56,19.8,16.3,16.39,20.04,16.35,5.56
"06037408505","Census Tract 4085.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4085.05",,,,1059,72,253,213,242,158,89,32,6.8,23.89,20.11,22.85,14.92,8.4,3.02
"06037408623","Census Tract 4086.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.23",,,,1247,30,253,225,316,222,162,39,2.41,20.29,18.04,25.34,17.8,12.99,3.13
"06037408624","Census Tract 4086.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.24",,,,1183,138,231,376,234,99,87,18,11.67,19.53,31.78,19.78,8.37,7.35,1.52
"06037408625","Census Tract 4086.25, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.25",,,,1604,51,215,305,341,347,227,118,3.18,13.4,19.01,21.26,21.63,14.15,7.36
"06037408626","Census Tract 4086.26, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.26",,,,1725,104,341,467,264,261,277,11,6.03,19.77,27.07,15.3,15.13,16.06,0.64
"06037408627","Census Tract 4086.27, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408627",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.27",,,,1357,18,330,310,234,228,124,113,1.33,24.32,22.84,17.24,16.8,9.14,8.33
"06037408628","Census Tract 4086.28, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.28",,,,2019,119,476,529,327,294,235,39,5.89,23.58,26.2,16.2,14.56,11.64,1.93
"06037408629","Census Tract 4086.29, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.29",,,,1400,143,258,187,249,292,187,84,10.21,18.43,13.36,17.79,20.86,13.36,6
"06037408631","Census Tract 4086.31, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.31",,,,2061,87,423,430,495,237,111,278,4.22,20.52,20.86,24.02,11.5,5.39,13.49
"06037408703","Census Tract 4087.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087.03",,,,2203,10,596,342,389,471,285,110,0.45,27.05,15.52,17.66,21.38,12.94,4.99
"06037408705","Census Tract 4087.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087.05",,,,2078,81,396,404,340,600,142,115,3.9,19.06,19.44,16.36,28.87,6.83,5.53
"06037408707","Census Tract 4087.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087.07",,,,2509,204,411,421,493,527,296,157,8.13,16.38,16.78,19.65,21,11.8,6.26
"06037408722","Census Tract 4087.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087.22",,,,1850,19,416,389,314,441,149,122,1.03,22.49,21.03,16.97,23.84,8.05,6.59
"06037408724","Census Tract 4087.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087.24",,,,2591,166,855,620,493,156,93,208,6.41,33,23.93,19.03,6.02,3.59,8.03
"06037408725","Census Tract 4087.25, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087.25",,,,2432,124,590,355,593,374,349,47,5.1,24.26,14.6,24.38,15.38,14.35,1.93
"06037408800","Census Tract 4088, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4088",,,,2070,105,600,374,458,307,130,96,5.07,28.99,18.07,22.13,14.83,6.28,4.64
"06037408900","Census Tract 4089, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4089",,,,2168,199,517,361,359,257,341,134,9.18,23.85,16.65,16.56,11.85,15.73,6.18
"06037409000","Census Tract 4090, Los Angeles County, California","ca","140","00",,,,"06","037",,,"409000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4090",,,,3356,94,819,447,749,447,512,288,2.8,24.4,13.32,22.32,13.32,15.26,8.58
